Parent,23482,23487,23497,23531,23533,23534,23552,23553,23554,23557,23560,23577,23598,23602,23611,23613,23654
23458,0.0,0.6363636363636364,0.9090909090909091,0.9090909090909091,0.7272727272727273,0.6363636363636364,0.8181818181818182,0.9090909090909091,0.8181818181818182,0.7272727272727273,0.9090909090909091,0.6363636363636364,0.8181818181818182,0.8333333333333334,0.7272727272727273,0.0,0.8181818181818182
23482,0.0,0.6363636363636364,0.9090909090909091,0.9090909090909091,0.7272727272727273,0.6363636363636364,0.8181818181818182,0.9090909090909091,0.8181818181818182,0.7272727272727273,0.9090909090909091,0.6363636363636364,0.8181818181818182,0.0,0.7272727272727273,0.0,0.8181818181818182
23497,0.0,0.7,0.0,0.8181818181818182,0.8,0.7,0.9,0.0,0.9,0.8,0.0,0.7,0.9,0.0,0.8,0.0,0.9
23498,0.0,0.6363636363636364,0.9090909090909091,0.9090909090909091,0.7272727272727273,0.6363636363636364,0.8181818181818182,0.9090909090909091,0.8181818181818182,0.7272727272727273,0.9090909090909091,0.6363636363636364,0.8181818181818182,0.8333333333333334,0.7272727272727273,0.0,0.8181818181818182
23531,0.0,0.7,0.0,0.0,0.6363636363636364,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.9
23533,0.0,0.875,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.0
23552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.7,0.0,0.7777777777777778,0.8,0.0,0.0,0.0,0.0
23553,0.0,0.7,0.8181818181818182,0.8181818181818182,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.7272727272727273
23554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0
23557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0
23560,0.0,0.0,0.8181818181818182,0.0,0.0,0.0,0.7272727272727273,0.0,0.7272727272727273,0.8,0.0,0.7,0.7272727272727273,0.0,0.0,0.0,0.0
23563,0.0,0.6363636363636364,0.9090909090909091,0.9090909090909091,0.7272727272727273,0.6363636363636364,0.8181818181818182,0.9090909090909091,0.8181818181818182,0.7272727272727273,0.9090909090909091,0.6363636363636364,0.8181818181818182,0.8333333333333334,0.7272727272727273,0.0,0.8181818181818182
23598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0
23602,0.8333333333333334,0.0,0.75,0.0,0.0,0.0,0.8181818181818182,0.0,0.6666666666666666,0.5833333333333334,0.75,0.6363636363636364,0.6666666666666666,0.0,0.0,0.8333333333333334,0.0
23611,0.0,0.875,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23613,0.0,0.6363636363636364,0.9090909090909091,0.9090909090909091,0.7272727272727273,0.6363636363636364,0.8181818181818182,0.9090909090909091,0.8181818181818182,0.7272727272727273,0.9090909090909091,0.6363636363636364,0.8181818181818182,0.0,0.7272727272727273,0.0,0.8181818181818182
23654,0.0,0.7777777777777778,0.0,0.0,0.7,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0
